trade_id,stage,kind,symbol,category,decision_time,entry_time,exit_time,formation_days,hold_days,top_targets,feature_value,target_median_quote_volume_30d,feature_rank,rankable_targets,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_price_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,favorable_after_hurdle_return,base_price_cost_return,base_reconciliation_error,base_net_return,base_after_hurdle_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return,stress_after_hurdle_return
development-max-1000XECUSDT-20220411-28-7-3,development,max,1000XECUSDT,Payment,2022-04-10T00:00:00Z,2022-04-11T00:00:00Z,2022-04-18T00:00:00Z,28,7,3,0.3272521129663988,20113522.124795,3,25,0.1001,0.08863,4.9950049950049955,20,-0.0009118996937862138,-0.001367849540679321,-0.057292707292707246,-0.0578583316683316,4.85722573273506e-17,-0.058770231362117814,-0.059477937550051596,-0.058801073336663345,-4.163336342344337e-17,-0.05971297303044956,-0.06041997037540525,-0.05974381500499493,2.7755575615628914e-17,-0.061111664545674245,-0.06181761022112986
development-max-1000XECUSDT-20220425-28-7-3,development,max,1000XECUSDT,Payment,2022-04-24T00:00:00Z,2022-04-25T00:00:00Z,2022-05-02T00:00:00Z,28,7,3,0.3272521129663988,21832774.502775,3,25,0.08836,0.07352,5.658669081032142,21,-0.0007078774579589181,-0.0012596371558694546,-0.08397464916251696,-0.08452426437301941,1.3877787807814457e-17,-0.08523214183097833,-0.08591995143424447,-0.08544034010864632,2.7755575615628914e-17,-0.08614821756660523,-0.0868353383768814,-0.0863564158442734,2.7755575615628914e-17,-0.08761605300014284,-0.08830207015193536
development-max-1000XECUSDT-20220516-28-7-3,development,max,1000XECUSDT,Payment,2022-05-15T00:00:00Z,2022-05-16T00:00:00Z,2022-05-23T00:00:00Z,28,7,3,0.3247406475950958,14184588.478725001,2,25,0.04305,0.04773,11.614401858304298,21,0.006342472443364693,0.002652104589649826,0.054355400696864176,0.0537227874564461,6.245004513516506e-17,0.06006525989981079,0.05926820187100401,0.052668464668989556,-4.163336342344337e-17,0.05901093711235425,0.05821467182383855,0.05161414188153313,-5.551115123125783e-17,0.05426624647118295,0.05347354869300158
development-max-1000XECUSDT-20220530-28-7-3,development,max,1000XECUSDT,Payment,2022-05-29T00:00:00Z,2022-05-30T00:00:00Z,2022-06-06T00:00:00Z,28,7,3,0.3247406475950958,15333892.26016,2,25,0.04774,0.04806,10.473397570171764,20,4.2173227366987736e-05,-0.0006363440302963972,0.0033514872224549297,0.0027494763301214586,-4.206704429243757e-17,0.0027916495574884462,0.002037655283988915,0.0017461268537913854,6.7220534694101275e-18,0.0017883000811583733,0.0010350602213595739,0.0007427773774613122,5.605325231750058e-17,0.00010643334716491505,-0.0006455419250328553
development-max-1000XECUSDT-20220912-28-7-3,development,max,1000XECUSDT,Payment,2022-09-11T00:00:00Z,2022-09-12T00:00:00Z,2022-09-19T00:00:00Z,28,7,3,0.18559782608695663,13109153.760135,2,25,0.04559,0.03914,10.967317394165388,21,0.0006189492513972364,-0.0003705797798903268,-0.07073919719236671,-0.07129675367405125,4.163336342344337e-17,-0.07067780442265402,-0.07137655736301851,-0.0722260569203772,2.7755575615628914e-17,-0.07160710766897997,-0.07230516187065195,-0.07315536016670321,1.3877787807814457e-17,-0.07352593994659354,-0.07422255138739908
development-max-1000XECUSDT-20230206-28-7-3,development,max,1000XECUSDT,Payment,2023-02-05T00:00:00Z,2023-02-06T00:00:00Z,2023-02-13T00:00:00Z,28,7,3,0.20912767186597359,11941130.660205,3,25,0.03679,0.03363,13.59064963305246,21,-0.0013468798552595813,-0.0020203197828893723,-0.04294645284044579,-0.04352068496874151,4.163336342344337e-17,-0.04486756482400109,-0.045585724360804325,-0.0444777642837727,3.469446951953614e-17,-0.04582464413903228,-0.04654208405244897,-0.04543484359880401,0.0,-0.04745516338169338,-0.04817137731544385
development-max-1000XECUSDT-20230717-28-7-3,development,max,1000XECUSDT,Payment,2023-07-16T00:00:00Z,2023-07-17T00:00:00Z,2023-07-24T00:00:00Z,28,7,3,0.7217465753424659,78582279.87386501,2,25,0.03005,0.03095,16.638935108153078,20,0.0005078965026821963,-0.00020939175962728787,0.014975041597337757,0.014366056572379438,1.0408340855860843e-16,0.014873953075061635,0.014110874174992905,0.013351090515806963,-7.45931094670027e-17,0.01385898701848916,0.013096671266572768,0.012336124459234599,3.2959746043559335e-17,0.01212673269960731,0.011365719421477127
development-max-1000XECUSDT-20231225-28-7-3,development,max,1000XECUSDT,Payment,2023-12-24T00:00:00Z,2023-12-25T00:00:00Z,2024-01-01T00:00:00Z,28,7,3,0.14754098360655754,10752304.52902,3,25,0.03254,0.03728,15.365703749231715,20,0.0008541265775553163,-0.0019918943579525206,0.07283343577135837,0.07218973570989562,8.326672684688674e-17,0.07304386228745094,0.07223704570921607,0.07111694597418561,-4.163336342344337e-17,0.07197107255174093,0.07116506259900768,0.07004415623847582,1.249000902703301e-16,0.0680522618805233,0.06724919846290156
development-max-AAVEUSDT-20220103-28-7-3,development,max,AAVEUSDT,DeFi,2022-01-02T00:00:00Z,2022-01-03T00:00:00Z,2022-01-10T00:00:00Z,28,7,3,0.19670861568247822,137362873.6685,3,25,265.29,209.49,0.0018847299182027215,21,-0.0009382754526951637,-0.0014074131790427458,-0.10516792943571185,-0.10570482867805037,8.326672684688674e-17,-0.10664310413074553,-0.10731481493325756,-0.10659972384937244,-6.938893903907228e-17,-0.1075379993020676,-0.10820903723715525,-0.1074946190206943,4.163336342344337e-17,-0.10890203219973704,-0.10957204452497415
development-max-AAVEUSDT-20220117-28-7-3,development,max,AAVEUSDT,DeFi,2022-01-16T00:00:00Z,2022-01-17T00:00:00Z,2022-01-24T00:00:00Z,28,7,3,0.19670861568247822,208180478.4235,2,25,242.52,158.28,0.002061685634174501,21,-0.0006851296217266928,-0.0010578223610248794,-0.17367639782285998,-0.17417219198416622,0.0,-0.17485732160589293,-0.17547774246261205,-0.17499861979218212,-8.326672684688674e-17,-0.17568374941390882,-0.17630354888348831,-0.17582504760019796,0.0,-0.17688286996122285,-0.17750176781776406
