trade_id,stage,strategy_variant,entry_time,decision_time,exit_time,symbol,category,direction,score,selection_rank,eligible_count,entry_price,exit_price,hold_days,notional_fraction,quantity_per_unit_plan_capital,funding_events,actual_funding_return,stress_funding_return,gross_price_return,favorable_price_cost_return,favorable_reconciliation_error,favorable_net_return,favorable_after_hurdle_return,base_price_cost_return,base_reconciliation_error,base_net_return,base_after_hurdle_return,stress_price_cost_return,stress_reconciliation_error,stress_net_return,stress_after_hurdle_return
development-rv120-20240101-XMRUSDT-LONG,development,rv120,2024-01-01T00:00:00+0000,2023-12-31T00:00:00+0000,2024-02-01T00:00:00+0000,XMRUSDT,PoW,LONG,0.3139862852940689,1,25,165.1,163.69,31,0.25,0.0015142337976983646,92,-0.001140927122127252,-0.002392876247835254,-0.0021350696547546844,-0.0024337886129618125,2.3852447794681098e-17,-0.0035747157350890643,-0.006888360297203744,-0.0029316548243488727,-1.734723475976807e-18,-0.0040725819464761245,-0.007384570838376403,-0.003429521035735933,-2.688821387764051e-17,-0.005822397283571187,-0.009128567107882568
development-rv120-20240101-TRXUSDT-LONG,development,rv120,2024-01-01T00:00:00+0000,2023-12-31T00:00:00+0000,2024-02-01T00:00:00+0000,TRXUSDT,Layer-1,LONG,0.352288851050655,2,25,0.10769,0.11217,31,0.25,2.3214783173925158,92,-0.0017146861489815677,-0.0031138244093823707,0.010400222861918496,0.010093982728201334,-1.214306433183765e-17,0.008379296579219766,0.005025898561902498,0.00958358874547316,-1.214306433183765e-17,0.007868902596491591,0.004517201910898105,0.00907319476274493,-3.469446951953614e-18,0.005959370353362558,0.0026140198791029245
development-rv120-20240101-LTCUSDT-LONG,development,rv120,2024-01-01T00:00:00+0000,2023-12-31T00:00:00+0000,2024-02-01T00:00:00+0000,LTCUSDT,Payment,LONG,0.4314069311732153,3,25,72.89,66.72,31,0.25,0.0034298257648511456,92,-0.002745494249216255,-0.004118241373824384,-0.021162024969131582,-0.021449327754150094,3.469446951953614e-18,-0.02419482200336635,-0.02743989373409561,-0.02192817842639594,-2.7755575615628914e-17,-0.024673672675612195,-0.02791715197291844,-0.022407029098641784,-6.938893903907228e-18,-0.026525270472466167,-0.029762592221316275
development-rv120-20240101-RUNEUSDT-SHORT,development,rv120,2024-01-01T00:00:00+0000,2023-12-31T00:00:00+0000,2024-02-01T00:00:00+0000,RUNEUSDT,DeFi,SHORT,1.1895621476400817,1,25,5.163,4.644,31,0.25,0.0484214603912454,92,0.002703655214696582,0.0013112022127950128,0.02513073794305637,0.0248458163858222,0.0,0.027549471600518783,0.02413232254514841,0.024370962202208052,3.469446951953614e-18,0.027074617416904635,0.02365904750450487,0.023896108018593876,2.0816681711721685e-17,0.025207310231388887,0.02179795010952601
development-rv120-20240101-SOLUSDT-SHORT,development,rv120,2024-01-01T00:00:00+0000,2023-12-31T00:00:00+0000,2024-02-01T00:00:00+0000,SOLUSDT,Layer-1,SHORT,1.0097660053479545,2,25,101.775,96.91,31,0.25,0.0024563989191844753,92,0.0028084167539091016,0.0014042083769545508,0.011950380741832495,0.01165755097027757,-2.42861286636753e-17,0.01446596772418667,0.011092328284798558,0.011169508521247873,-5.204170427930421e-18,0.013977925275156974,0.010605908836743394,0.010681466072218121,-6.938893903907228e-18,0.012085674449172672,0.008719950752180239
development-rv120-20240101-NEARUSDT-SHORT,development,rv120,2024-01-01T00:00:00+0000,2023-12-31T00:00:00+0000,2024-02-01T00:00:00+0000,NEARUSDT,Layer-1,SHORT,0.9572916546331808,3,25,3.654,2.821,31,0.25,0.06841817186644773,92,0.002675947684881712,0.001337973842440856,0.05699233716475094,0.05672653256704979,-6.938893903907228e-18,0.059402480251931504,0.05587940298440963,0.05628355909961685,-2.0816681711721685e-17,0.058959506784498565,0.055437902639592807,0.05584058563218389,-6.938893903907228e-18,0.057178559474624746,0.053662877927691977
development-rv120-20240201-XLMUSDT-LONG,development,rv120,2024-02-01T00:00:00+0000,2024-01-31T00:00:00+0000,2024-03-01T00:00:00+0000,XLMUSDT,Layer-2,LONG,0.46132964599743786,3,23,0.10986,0.12217,29,0.25,2.2756235208447113,86,-0.004415595970182505,-0.006623393955273757,0.0280129255415984,0.027696117786273455,1.734723475976807e-17,0.02328052181609095,0.020096772711247324,0.027168121668487144,-3.469446951953614e-17,0.02275252569830464,0.019570419356253144,0.02664012555070089,0.0,0.02001673159542713,0.016843137173460754
development-rv120-20240201-ENSUSDT-SHORT,development,rv120,2024-02-01T00:00:00+0000,2024-01-31T00:00:00+0000,2024-03-01T00:00:00+0000,ENSUSDT,Infrastructure,SHORT,1.1961971419297803,2,23,17.819,20.956,29,0.25,0.014029968011672934,86,0.006298605287890506,0.003149302643945253,-0.04401200965261798,-0.044338416858409585,-2.0816681711721685e-17,-0.038039811570519076,-0.04103277373828518,-0.04488245527526799,-4.163336342344337e-17,-0.03858384998737748,-0.04157511947968884,-0.045426493692126396,-2.0816681711721685e-17,-0.042277191048181145,-0.04525696938919477
development-rv120-20240301-TRXUSDT-LONG,development,rv120,2024-03-01T00:00:00+0000,2024-02-29T00:00:00+0000,2024-04-01T00:00:00+0000,TRXUSDT,Layer-1,LONG,0.36865118386057133,1,23,0.14044,0.12313,31,0.25,1.7801196240387354,92,-0.003335182461730988,-0.005534250861059883,-0.03081387069211053,-0.031095382369695224,2.7755575615628914e-17,-0.03443056483142621,-0.037641597267792926,-0.03156458698732553,1.3877787807814457e-17,-0.03489976944905652,-0.03810924153026729,-0.0320337916049559,-1.3877787807814457e-17,-0.03756804246601578,-0.040768641118869686
development-rv120-20240301-LTCUSDT-LONG,development,rv120,2024-03-01T00:00:00+0000,2024-02-29T00:00:00+0000,2024-04-01T00:00:00+0000,LTCUSDT,Payment,LONG,0.4908897769526954,3,23,80.0,105.14,31,0.25,0.003125,92,-0.010600209133281566,-0.01590031369992235,0.07856249999999998,0.07821536250000005,4.163336342344337e-17,0.06761515336671849,0.06406476458870314,0.07763684713750002,-2.7755575615628914e-17,0.06703663800421845,0.0634881730977821,0.07705833177500004,2.7755575615628914e-17,0.061158018075077696,0.05762910270965427
